	mac_name	address	address2	score	link	num_review	reviews	scores	dates
37	스타벅스 김포감정DT점	경기 김포시 중봉로 27	(지번) 감정동 502-20	4.3	https://place.map.kakao.com/842458904#review	6	['친절하고 청결합니다', '콘센트꼽을 자리가 없어요', '친절하고 넓어서 좋아욥', '주차장 넓어 좋아요~', '친절하고 청결합니다']	['5', '2', '5', '5']	['2019.08.10.', '2018.10.14.', '2017.11.04.', '2017.09.30.']
38	스타벅스 의정부회룡역 DT점	경기 의정부시 평화로 341	(지번) 호원동 433-1	3.9	https://place.map.kakao.com/280831036#review	10	['좋아요', '주말되면 2층에 공부하는 학생들이 자리 다 차지하네요 ㅎㅎ', '주차공간도 (타 매장과 ‘비교적’)넓고, 콘센트도 (타 매장과 ‘비교적’)많아서 이용하기 편리합니다.  사회에도 선한 영향을 미치는 등 좋은 제도를 운영하고 계십니다. 좋습니다.  한 가지 팁이라고 한다면, 점심시간 후로는 자리잡기 전쟁이 일어날 것입니다. 바로 옆이 식당이고, 주변이 아파트 단지들이라 점심 후에는 사람들로 가득합니다.', '신제품 블랙글레이즈드라떼 먹으러 갔는데 조용하고 넓고 좋네요^^ ', '바닐라크림 콜드브루.', '좋아요', '주말되면 2층에 공부하는 학생들이 자리 다 차지하네요 ㅎㅎ', '조용하고 깔끔함', 'DT로 주문하면 음료가 더 빨리 준비되는 것 같음 ', '사통팔달 ']	['4', '1', '5', '4', '3', '4', '1', '5', '4', '5']	['2020.06.05.', '2020.04.25.', '2020.04.16.', '2019.09.07.', '2019.01.24.', '2020.06.05.', '2020.04.25.', '2018.05.04.', '2018.04.02.', '2017.09.28.']
39	스타벅스 인천당하DT점	인천 서구 원당대로 668	(지번) 당하동 1092-7	4.1	https://place.map.kakao.com/27268594#review	14	['스타벅스 직원분들 친절해여!! 시럽맛이 안난다고 하니까 바로 추가해주시고 덕분에 잘 마셨어요!ㅎㅎ', '이직때문에 이동네 집구하다가 바로앞에 스벅있길래 바로 이사옴, 생각보다 사람많음 특히 주말엔 더욱. 2층 구석에 한자리 잡고 아침부터 과외하는 사람들있는거같음. 파트너분들도 아직까지 이상한분은 못본듯 DT도 자주 이용함.', '다들 넘 친절하고 좋으심', '물을 많이 탔나  밍밍했음', '라떼 시켰는데 물맛나요  근처에있는 메X커피가 훨 맛나네요  스타벅스 표시가 안되어있는 그냥 유리컵에 줬어요  원래 이런건가요?  ', '스타벅스 직원분들 친절해여!! 시럽맛이 안난다고 하니까 바로 추가해주시고 덕분에 잘 마셨어요!ㅎㅎ', '이직때문에 이동네 집구하다가 바로앞에 스벅있길래 바로 이사옴, 생각보다 사람많음 특히 주말엔 더욱. 2층 구석에 한자리 잡고 아침부터 과외하는 사람들있는거같음. 파트너분들도 아직까지 이상한분은 못본듯 DT도 자주 이용함.', '다들 넘 친절하고 좋으심', '아이스 라지 사이즈 음료도 매장에서 먹으면 커다란 컵에 담아서 주네요. 보통 다른 매장은 아이스일 경우엔 컵 자체가 아예 없던디.. 그래서 더욱 생각나고 가고 싶어요.', '인근에 있는 DT점 커피앗이 꽝 이어서 이곳 직영점에도 기대안했는데 커피맛이 아주 좋아요 맛있습니다. 직원들 친절도도 높아요', '좋아요']	['5', '4', '5', '1', '1', '5', '4', '5', '5', '4']	['2020.04.03.', '2020.01.24.', '2019.09.13.', '2019.08.18.', '2019.03.21.', '2020.04.03.', '2020.01.24.', '2018.07.23.', '2018.03.03.', '2017.09.26.']
40	스타벅스 시흥대야DT점	경기 시흥시 뱀내장터로 27	(지번) 대야동 501-3	0.0	https://place.map.kakao.com/579596381#review	0	[]	[]	[]
41	스타벅스 풍무사거리DT점	경기 김포시 풍무로 137	(지번) 풍무동 57-1	5.0	https://place.map.kakao.com/548475228#review	4	['최고예요~~~~깨끗하고 한산할때도 많아요 특히 직원들 너무너무 친절하셔요', '최고예요', '집에서 가까워서 좋아요!', '최고예요']	['5', '5', '5', '5']	['2020.04.17.', '2020.04.12.', '2020.03.28.', '2020.03.07.']
42	스타벅스 양주송추DT점	경기 양주시 장흥면 호국로 528	(지번) 장흥면 교현리 산 112-2	2.5	https://place.map.kakao.com/1755565714#review	2	['좋아요~ 직원분들 친절하시고  주차칸이 많은 것은 아니지만, 주차장 크기가 넓어서 이용하기에 편리했습니다.', 'ㅠㅠ 커피가 너무 싱거워요  라떼도 아메리카노도....']	['4', '1']	['2020.05.07.', '2020.03.12.']
43	스타벅스 마천DT점	서울 송파구 마천동 43-1		5.0	https://place.map.kakao.com/1853254401#review	1	['최고예요']	['5']	['2020.06.21.']
44	스타벅스 북수원IC DT점	경기 수원시 장안구 경수대로 1038	(지번) 파장동 469-4	2.5	https://place.map.kakao.com/1347338449#review	11	['장점> 직원분들이 친절함            주차장 있음            우리 집에서 가까움ㅎ  단점>  그 외의 모든것..음료가 다른 지점보다 맛이 없고 늘 붐벼서 어수선하고 시끄러움. 스벅 특유의 낮은 책상도 불편하고 콘센트가 몇몇 자리에만 있는것도 불편.. 그리고 붐비는 시간에 가서인지는 모르겠지만 화장실이랑 매장 테이블이 청결하진 않음.', '환기좀 자주하세요 커피 쩐냄새 장난아님', '저는 갈때마다 직원분들이 인사도 잘해주시고 주문받으실때도 너무 친절하게 해주셔서 기분좋게 이용하고 있습니다! ㅎㅎ 집 근처라 더 자주 가게되네요! 1층은 테이블 몇개 없지만 2층은 좀 널널해서 이용하기도 편해요~', '좋아요 맛있게 잘먹고옵니다', '카라멜마끼아또ᆢᆢ하ㅜㅜ 그닥 비추네요', '장점> 직원분들이 친절함            주차장 있음            우리 집에서 가까움ㅎ  단점>  그 외의 모든것..음료가 다른 지점보다 맛이 없고 늘 붐벼서 어수선하고 시끄러움. 스벅 특유의 낮은 책상도 불편하고 콘센트가 몇몇 자리에만 있는것도 불편.. 그리고 붐비는 시간에 가서인지는 모르겠지만 화장실이랑 매장 테이블이 청결하진 않음.', '환기좀 자주하세요 커피 쩐냄새 장난아님', '다 좋은데 주차장이 너무 작아서 차 둘 곳이 없네요..', '별로예요', '최고예요', '가본 스벅중 맛이 너무 없음.. 케익도... 정말 비추', '남자직원들 사가지가 없네']	['3', '3', '5', '5', '1', '3', '3', '2', '1', '5', '1', '1']	['2020.06.17.', '2020.05.16.', '2020.04.25.', '2020.04.15.', '2020.01.09.', '2020.06.17.', '2020.01.01.', '2019.12.04.', '2019.10.05.', '2019.08.11.', '2019.06.07.']
45	스타벅스 수지성복DT점	경기 용인시 수지구 성복2로 55 1,2층	(지번) 성복동 76-2	3.8	https://place.map.kakao.com/27075907#review	13	['친절하고 가까워서 자주가요 자리도 많고 매장 넓음!! 코코넛 화이트 콜드브루는  달지도 않고 커피맛도 엄청 연하고 별루네용..ㅠ', '위치가 좋아서 자주 방문합니다', '직원분들 모두 친절하고 프로페셔널한 느낌이었어요. 매장 분위기도 좋고 깔끔해서 종종 갑니다. ', '편리해요^^', '최고예요', '친절하고 가까워서 자주가요 자리도 많고 매장 넓음!! 코코넛 화이트 콜드브루는  달지도 않고 커피맛도 엄청 연하고 별루네용..ㅠ', '위치가 좋아서 자주 방문합니다']	['4', '5', '5', '5', '5', '4']	['2020.04.25.', '2020.03.01.', '2020.01.11.', '2018.08.17.', '2016.04.21.', '2020.04.25.']
46	스타벅스 의정부신곡DT점	경기 의정부시 회룡로 269	(지번) 신곡동 263-7	3.0	https://place.map.kakao.com/939788387#review	6	['직원들 매우 불친절.....  밑에 아줌마들 탓하는 사람도 있지만. 어디가나 그런사람들은 있고.   유독 이곳알바들 매우 불친절함.', '손님이 왕인것 마냥 직원들이 불친절하다고 하는 글이 유독 이 근처에 많네요.   그냥 소비자들이 뭘 그렇게 바라는게 많은지 옆에서 컨플레인거는 아줌마들 보면 답답함..  진짜 싸가지 없고 예의 없는거랑 바쁜거랑 다른건데, 아줌마들은 전자에 속하는 듯', '자주식 주차공간이 이때까지 가본 DT매장중에 가장 많음. 대략 20대 정도 주차할수 있음. 의정부는 교통이 불편해서 사람들이 차를 많이 갖고 다니는데 이러한 지역 특성을 고려한듯.  2층 매장 창문이 너무 커서 햇빛이 너무 많이 들어옴. 유동차량이 많은 도로 사거리에 위치하여 시원스런 조망을 살린듯 하나, 햇빛때문에 블라인더를 치지 않으면 작업하기가 힘듬....', '그냥 노멀', '최고예요', '직원들 매우 불친절.....  밑에 아줌마들 탓하는 사람도 있지만. 어디가나 그런사람들은 있고.   유독 이곳알바들 매우 불친절함.', '손님이 왕인것 마냥 직원들이 불친절하다고 하는 글이 유독 이 근처에 많네요.   그냥 소비자들이 뭘 그렇게 바라는게 많은지 옆에서 컨플레인거는 아줌마들 보면 답답함..  진짜 싸가지 없고 예의 없는거랑 바쁜거랑 다른건데, 아줌마들은 전자에 속하는 듯', '자주식 주차공간이 이때까지 가본 DT매장중에 가장 많음. 대략 20대 정도 주차할수 있음. 의정부는 교통이 불편해서 사람들이 차를 많이 갖고 다니는데 이러한 지역 특성을 고려한듯.  2층 매장 창문이 너무 커서 햇빛이 너무 많이 들어옴. 유동차량이 많은 도로 사거리에 위치하여 시원스런 조망을 살린듯 하나, 햇빛때문에 블라인더를 치지 않으면 작업하기가 힘듬....', '살면서 가본 스타벅스 중에 직원들 제일 싸가지 없는 곳. 의정부 신세계점, 회룡역점, 예술의 전당점이랑 비교했을 때 제일 별로임.']	['2', '3', '4', '3', '5', '2', '3', '4', '1']	['2020.06.04.', '2020.06.04.', '2020.02.05.', '2019.12.06.', '2019.08.16.', '2020.06.04.', '2020.06.04.', '2019.08.14.']
47	스타벅스 의정부용현DT점	경기 의정부시 시민로 468	(지번) 용현동 189-4	4.0	https://place.map.kakao.com/1119245395#review	4	['주차장의 면적(많은 대수 수용 불가), 콘센트 부족(리저브 매장이 아님에도)은 아쉽습니다.  또, 점심시간대 전후로 사람이 붐비는 것은 아쉽긴 한데 타 카페 역시 같은 현상이 일어나므로(다만, 스타벅스가 비교적 많긴 합니다) 이 부분은 그럴 수 있다고 생각합니다.  다만, 위치상 동네에서 좋은 접근성을 가진 위치와 스타벅스 고유의 서비스정신, 맛 등을 종합...', '깔끔해서 좋지만 콘센트가 없어서 아쉬움(리저브도 아닌데)', '새로 생겨 좋네~ ']	['4', '3', '5']	['2020.03.31.', '2019.12.27.', '2018.06.19.']
48	스타벅스 수원연무DT점	경기 수원시 장안구 창룡대로 171	(지번) 연무동 247-16	3.0	https://place.map.kakao.com/1860071573#review	6	['진짜 별로.. 남자직원들이 여자 직원분들 무시하고.. 인사 소리만 너무 큼...... 같이 온 사람이랑 이야기 나누기도 힘듬 ㅡㅡ 시끄럽단 소리입니다..', '다른분 리뷰에서도 말하듯 타 매장에 비해 서비스 떨어집니다. 직원들이 그냥 시장바닥 사람들이랑 비교하기도 미안한 수준입니다. 녹차프라푸치노 두유로 바꿔서 주문했는데 우유로 잘못 만들어놓고 그냥 주더군요. 자기들끼리 속삭여서 안들렸다고 생각했나본데 A직원이 두유로 했어? (우유로 한거 같은데?) 이런 뉘앙스로 물어보며 확인하는데 만든 직원이 두유로 했어~ 이...', '타 스타벅스 매장과 비교 했을시 서비스가 떨어집니다', '직원분들 너무 친절하시고 매장이 매우 쾌적합니다', '가까운데 생겨서 너무 좋아요.', '진짜 별로.. 남자직원들이 여자 직원분들 무시하고.. 인사 소리만 너무 큼...... 같이 온 사람이랑 이야기 나누기도 힘듬 ㅡㅡ 시끄럽단 소리입니다..', '다른분 리뷰에서도 말하듯 타 매장에 비해 서비스 떨어집니다. 직원들이 그냥 시장바닥 사람들이랑 비교하기도 미안한 수준입니다. 녹차프라푸치노 두유로 바꿔서 주문했는데 우유로 잘못 만들어놓고 그냥 주더군요. 자기들끼리 속삭여서 안들렸다고 생각했나본데 A직원이 두유로 했어? (우유로 한거 같은데?) 이런 뉘앙스로 물어보며 확인하는데 만든 직원이 두유로 했어~ 이...', '타 스타벅스 매장과 비교 했을시 서비스가 떨어집니다', '오픈이고 정신없는데 다들 친절하고 좋아요!']	['1', '1', '1', '5', '5', '1', '1', '1', '5']	['2020.06.05.', '2020.06.04.', '2019.11.02.', '2019.10.27.', '2019.09.26.', '2020.06.05.', '2020.06.04.', '2019.11.02.', '2019.09.19.']
49	스타벅스 인천용현DT점	인천 미추홀구 아암대로 107	(지번) 용현동 630-9	3.7	https://place.map.kakao.com/27432241#review	11	['drive through 스타벅스는 쓰기 너무 편하고 서비스도 친절해요 지나갈 때 보통 들어가서 테이크아웃 커피 사고 가요 ^^', '제가오늘 손님을만나느라 스타벅스용현점을 가게대는대 나올대 가방을 놔두고왔네요 근대 스타벅스 측에서 친절히 가방을 찿아주시네요 너무 감사합니다 직원여러분 ^^~~', '음료도 맛있고 좌석고 편안했지만 너무 시끄럽고 소란스러운 편이에요. 조용한 카페를 원하신다면 비추!', '2층도 시끄럽긴 매한가지', '별로예요', 'drive through 스타벅스는 쓰기 너무 편하고 서비스도 친절해요 지나갈 때 보통 들어가서 테이크아웃 커피 사고 가요 ^^', '제가오늘 손님을만나느라 스타벅스용현점을 가게대는대 나올대 가방을 놔두고왔네요 근대 스타벅스 측에서 친절히 가방을 찿아주시네요 너무 감사합니다 직원여러분 ^^~~', '친절한데 1층은 좀 시끄러워요', '최고예요', '깨끗해요', '친절하고, 조용하고, 깨끗하고, 음료는 맛있습니다.']	['5', '5', '3', '3', '1', '5', '5', '4', '5', '5', '5']	['2020.01.21.', '2019.12.16.', '2019.08.31.', '2019.05.29.', '2019.03.20.', '2020.01.21.', '2019.12.16.', '2018.09.01.', '2018.08.29.', '2018.08.14.', '2017.10.14.']
50	스타벅스 경기광주신현DT점	경기 광주시 오포읍 태재로 37	(지번) 오포읍 신현리 701-5	2.0	https://place.map.kakao.com/938835083#review	6	['주차장 너무 협소. 저 위치에 차 안가지고 가는 사람이 있나? 내부공간도 좁음', '최고예요', '주차 복잡하고 일반 좌석 콘센트 없고 1층 센터좌석 사람들에 치이고 돈내고 스트레스 받는곳', '별1도 아깝지만 진짜 정말!!! 아메리카노 자꾸 그렇게 물처럼 내려줄꺼임? 내가 주차장까지는 그러려니하겠는데 아메리카노 제대로 팝시다.', '주차장이 좁다. 그래도 한적한 스벅은 오랜만이라...', '주차장 너무 협소. 저 위치에 차 안가지고 가는 사람이 있나? 내부공간도 좁음', '최고예요', '주차 복잡하고 일반 좌석 콘센트 없고 1층 센터좌석 사람들에 치이고 돈내고 스트레스 받는곳', '별1도 아깝지만 진짜 정말!!! 아메리카노 자꾸 그렇게 물처럼 내려줄꺼임? 내가 주차장까지는 그러려니하겠는데 아메리카노 제대로 팝시다.', '커피는 다른매장보다 싱겁고 주문한거 제대로 주지도 않구 먹고 간다고했는데 포장해서 한쪽에 던져두고 부르지도않구 한참기다리다 언제나오냐구 물어보니 아까 던져뒀던거 접시에 담아서 주고 커피 받는곳에서 기다리다보니 커피만드는 용기 세척하는게 바로 보이던데 제대로 세척도 안하구 음료가 줄줄흐르는체로 업어놨다가 다시사용하더라구요 위생에 신경좀 써야겠네요 오픈한지 얼...']	['1', '5', '1', '1', '3', '1', '5', '1', '1']	['2020.01.25.', '2020.01.03.', '2019.11.17.', '2019.02.09.', '2019.02.07.', '2020.01.25.', '2020.01.03.', '2019.11.17.', '2018.12.25.']
51	스타벅스 인천동춘DT점	인천 연수구 앵고개로 171	(지번) 동춘동 224-5	2.3	https://place.map.kakao.com/1017180921#review	7	['직원들이 너무 불친절함 무슨 말을 하면 직원이 따박따박 짚고 넘어가서 3마디를 해야하는곳    ', '역대 최고로 불친절한 직원.. 스타벅스 이렇게 불친절한 직원 처음이라 깜놀 2층 자리 널널한데 자리 확인 안하고오면 주문안받겠다 엄포를 놓네요 ', '한적하니 좋아요. 드라이브쓰루도 되고.', '커피맛이 다른 지점과 좀 다름. 라떼가 맛 없는 점포중 하나. ', '여기 꼬랑내 엄청 남 사람들 죄다 맨발에 쓰레빠 끌고와서 그런가... 진짜 관리 안하면 더 심해질듯', '직원들이 너무 불친절함 무슨 말을 하면 직원이 따박따박 짚고 넘어가서 3마디를 해야하는곳    ', '역대 최고로 불친절한 직원.. 스타벅스 이렇게 불친절한 직원 처음이라 깜놀 2층 자리 널널한데 자리 확인 안하고오면 주문안받겠다 엄포를 놓네요 ', '한적하니 좋아요. 드라이브쓰루도 되고.', '여기 2층은 목소리 크신분들 오시면 소음 작렬임. 손님 모시고 갔다가 다시 나옴. 하... ', '최고예요']	['1', '1', '5', '1', '1', '1', '1', '5', '2', '5']	['2020.05.03.', '2020.05.03.', '2019.11.21.', '2019.09.11.', '2019.08.10.', '2020.05.03.', '2020.05.03.', '2019.06.16.', '2019.04.20.']
52	스타벅스 동수원DT점	경기 수원시 팔달구 중부대로 161	(지번) 우만동 153-20	3.7	https://place.map.kakao.com/27075991#review	10	['맛도 좋고 친절 알바분 너무 이쁘시당', '편리하고 친절하시네요~', '별로예요', '좋아요', '맛도 좋고 친절 알바분 너무 이쁘시당']	['4', '5', '1', '4', '4']	['2020.01.11.', '2019.07.20.', '2018.11.26.', '2017.09.26.', '2020.01.11.']
53	스타벅스 의정부예술의전당DT점	경기 의정부시 경의로 31	(지번) 의정부동 543-6	4.5	https://place.map.kakao.com/138660504#review	2	['좋아요', '주차장이 있어 좋아요']	['4', '5']	['2020.01.04.', '2020.01.04.']
54	스타벅스 인천학익DT점	인천 미추홀구 매소홀로 368	(지번) 학익동 690-2	4.3	https://place.map.kakao.com/220341019#review	6	['dt이용중 가장 일 처리 느렸던 곳 ㅠ.. dt이용한 의미가 없게 바코드 일처리 잘 배워주세요', '2층이 넓고 깔끔한 곳', '오늘 드라이브쓰루 이용했는데 여자파트너분 너무 친절해서 기분좋았어요~음료도 맛있었습니다~', '매장도 깔끔하고 직원분들 대응속도가 빠르십니다 커피맛도 좋고 dt도 미리 다 챙겨주셔서 편해요', '커피 맛있음!!신선한게 느껴져요~드라이브스루라 편하긴한데 한번 차 몰리면 넘 오래 기다려야함', 'dt이용중 가장 일 처리 느렸던 곳 ㅠ.. dt이용한 의미가 없게 바코드 일처리 잘 배워주세요', '2층이 넓고 깔끔한 곳', '좋아요']	['2', '5', '5', '5', '5', '2', '5', '4']	['2020.06.20.', '2020.03.24.', '2020.02.02.', '2018.11.13.', '2018.09.25.', '2020.06.20.', '2018.05.03.']
55	스타벅스 용인마북DT	경기 용인시 기흥구 용구대로 2330	(지번) 마북동 502-152	4.1	https://place.map.kakao.com/27094955#review	14	['역대 스타벅스 매장 중 가장 화장실 관리가 안 되는 매장이었습니다. 주차공간은 넉넉해서 좋아요.', '- 주차 : 자주식 15대 이상. 옆에 바로 카센터가 있어 주말엔 여기에 추가 주차 가능. - 쇼파좌석에 콘센트 있음. 편안하게 업무 및 작업 가능(최근 오픈하는 스벅은 쇼파쪽 콘센트 없애고 딱딱한 바형 의자에 콘센트 유도, 불편하게 만들어 회전률 높히는 추세..)     다만, 콘센트를 하도 많이 사용해서 인지 접지가 불량함. 난 내 노트북 어뎁터가 고장...', '보통이에요', '조금 아쉬워요', '최고예요', '역대 스타벅스 매장 중 가장 화장실 관리가 안 되는 매장이었습니다. 주차공간은 넉넉해서 좋아요.', '- 주차 : 자주식 15대 이상. 옆에 바로 카센터가 있어 주말엔 여기에 추가 주차 가능. - 쇼파좌석에 콘센트 있음. 편안하게 업무 및 작업 가능(최근 오픈하는 스벅은 쇼파쪽 콘센트 없애고 딱딱한 바형 의자에 콘센트 유도, 불편하게 만들어 회전률 높히는 추세..)     다만, 콘센트를 하도 많이 사용해서 인지 접지가 불량함. 난 내 노트북 어뎁터가 고장...', '보통이에요', '넓직한 매장에 2층도 있어서 복잡하지 않고 조용해서 좋습니다.']	['3', '5', '3', '2', '5', '3', '5', '3', '5']	['2020.05.17.', '2020.01.02.', '2018.09.20.', '2018.08.25.', '2017.10.07.', '2020.05.17.', '2020.01.02.', '2017.09.26.']
56	스타벅스 목감DT점(2020년10월예정)	경기 시흥시 조남동 651		0.0	https://place.map.kakao.com/1319484378#review	0	[]	[]	[]
57	스타벅스 수원KBS DT점	경기 수원시 팔달구 권광로 265	(지번) 인계동 363-5	5.0	https://place.map.kakao.com/1750771671#review	3	['직원들 너무 친절해요']	['5']	['2020.01.10.']
58	스타벅스 인천송도DT점	인천 연수구 하모니로 136	(지번) 송도동 8-17	3.1	https://place.map.kakao.com/1762214966#review	7	['늘 친절!', '캠타점 이용하다 이사해서 여기로 다니는데 캠타점 스벅 직원들 몇년 보다 여기로 다니니 DT점 직원들은 세상 넘 친절하고 일도 빨리하고 좋아요. ', '혹시 우유에 물 타나요? 커피도 그냥 쓴맛이 강하고..이 가격에 이 맛이면 돈 너무 아까움.', '불친절한 알바도 있네요 첨봄', '늘 친절!', '최고예요']	['5', '5', '1', '1', '5', '5']	['2020.05.14.', '2019.12.18.', '2019.11.11.', '2019.04.10.', '']
59	스타벅스 평내DT	경기 남양주시 경춘로 1269	(지번) 평내동 246-2	2.9	https://place.map.kakao.com/26925119#review	7	['직원분들은 엄청 친절하신데 커피맛은ㅠㅠㅠㅠㅠ 커피가 좀 많이 약해요, 샷추가 해야 그나마 커피맛 나는정도', '맛없어짐', '보통이에요', '직원분들은 엄청 친절하신데 커피맛은ㅠㅠㅠㅠㅠ 커피가 좀 많이 약해요, 샷추가 해야 그나마 커피맛 나는정도']	['3', '1', '3']	['2020.05.24.', '2020.01.29.', '2019.05.14.']
60	스타벅스 수원IC DT점	경기 용인시 기흥구 중부대로 56	(지번) 영덕동 522-2	3.2	https://place.map.kakao.com/23066708#review	22	['콜드브루 연하게가 그렇게힘든가??요청사항 싹 무시하네요', '협소한 주차장', '어제 늦은 저녁 커피를 사 먹으로 왔다. 프라푸치노를 시켰다. 프라푸치노를 마셨다. 프라푸치노가 아닌듯한 프라푸치노였다.   얼음이 거의 없던, 씹을 만한 것이 없던, 마실수 있는 것으로 만들어 주셨다. 퇴근시간 때 가서 이렇게 만들어 주셨나?  돈이 아깝다.  알바생들은 퇴근 시간 때까지 집중 했으면 좋겠다.. 퇴근시간이 다가오니 정신이 그쪽으로 팔렸나 ...', '보통이에요', '리뷰보고 얼마나 불친절한지 궁금했는데 친절하시던데욬ㅋ 주차장은 좀 좁은데 직원분들이 바뀌신건지 친절하셨습니다.', '콜드브루 연하게가 그렇게힘든가??요청사항 싹 무시하네요', '협소한 주차장', '어제 늦은 저녁 커피를 사 먹으로 왔다. 프라푸치노를 시켰다. 프라푸치노를 마셨다. 프라푸치노가 아닌듯한 프라푸치노였다.   얼음이 거의 없던, 씹을 만한 것이 없던, 마실수 있는 것으로 만들어 주셨다. 퇴근시간 때 가서 이렇게 만들어 주셨나?  돈이 아깝다.  알바생들은 퇴근 시간 때까지 집중 했으면 좋겠다.. 퇴근시간이 다가오니 정신이 그쪽으로 팔렸나 ...', '역대급으로 스타벅스 알바들 불친절. 2019.9.19. 오후5시경 방문. 매대에서 텀블러 교환하는 아줌마가 5분넘게 있어서 옆에 놀고있는 직원한테 갔더니 장부보고 있다고 얼굴도 안쳐다보고 아주머니 뒤에 다시 줄세움. 손님도 별로 없을때도 알바들 5명 이상 그냥 놀던데. 진짜 불친절하네요. 장부 보는거 중요한건 알겠는데 계속 기다리다 지친 고객응대가 먼저 아...', '주차요원 좀 만드세요.. 다녀본 스타벅스 중 주차 손에 꼽게 최악이고요 우선...주차가 문제가 아니고 드라이브스루에서 음료 구입도 못 하겠어요 모범조끼 입은 아저씨는 도대체 왜 세워놓은거에요?????? 주차안내 말도 되게 불친절하네요', '별로예요', '아울렛 때문인지 사람이 많음 스타벅스 원래 사람 많기도 하지만', '최고예요', '역대급으로 스타벅스 알바들 불친절. 2019.9.19. 오후5시경 방문. 매대에서 텀블러 교환하는 아줌마가 5분넘게 있어서 옆에 놀고있는 직원한테 갔더니 장부보고 있다고 얼굴도 안쳐다보고 아주머니 뒤에 다시 줄세움. 손님도 별로 없을때도 알바들 5명 이상 그냥 놀던데. 진짜 불친절하네요. 장부 보는거 중요한건 알겠는데 계속 기다리다 지친 고객응대가 먼저 아...', '주차요원 좀 만드세요.. 다녀본 스타벅스 중 주차 손에 꼽게 최악이고요 우선...주차가 문제가 아니고 드라이브스루에서 음료 구입도 못 하겠어요 모범조끼 입은 아저씨는 도대체 왜 세워놓은거에요?????? 주차안내 말도 되게 불친절하네요']	['1', '2', '1', '3', '5', '1', '2', '1', '1', '1', '1', '5', '5', '1']	['2020.05.17.', '2020.04.12.', '2020.03.26.', '2019.12.30.', '2019.11.12.', '2020.05.17.', '2020.04.12.', '2020.03.26.', '2019.09.19.', '2019.02.23.', '2018.04.06.', '2017.12.16.', '2017.09.29.', '2019.09.19.']
61	스타벅스 수원경수인계DT점	경기 수원시 팔달구 경수대로 499	(지번) 인계동 963-11	4.4	https://place.map.kakao.com/672798623#review	10	['이용하기 좋고 분위기좋습니다', '최고예요', '스벅중에 최고에여', '친절해요 여기서 우연히 음료 무료 쿠폰 당첨됐어요 ㅋㅋㅋㅋㅋㅋㅋ', '마냥 조용한지는 않은가봐요.  제가 갔을 때는 아주 시끄러웠거든요.  인근 주점에 있던 분들이 많이 모인건지.  토요일 밤 아홉시 반 즈음 갔었습니다.  스벅 특유의 인테리어와 콘센트는 좋았지만..', '이용하기 좋고 분위기좋습니다', '최고예요', '보통이에요', '좋아요']	['5', '5', '5', '5', '3', '5', '3', '4']	['2020.03.10.', '2020.02.13.', '2019.08.08.', '2019.01.08.', '2017.06.17.', '2020.03.10.', '', '']
62	스타벅스 용인보정DT	경기 용인시 기흥구 용구대로2469번길 167	(지번) 보정동 340	5.0	https://place.map.kakao.com/1634820217#review	0	[]	[]	[]
63	스타벅스 수원세류DT점	경기 수원시 권선구 권선로544번길 1 1~3층	(지번) 세류동 325-1	5.0	https://place.map.kakao.com/934570533#review	1	['3면이 통유리창이라 날씨가 온전히 느껴지는 감성적인 카페.']	['5']	['2020.04.18.']
64	스타벅스 수원망포DT점	경기 수원시 영통구 덕영대로 1467	(지번) 망포동 38-23	4.0	https://place.map.kakao.com/27330903#review	19	['여기 좋음', '오늘 드라이브 스루로 이용했는데 직원이 정말 친절했어요', '아침에 이용하기 좋습니다.', '베이글 데워주셨는데 너무 질겨요', '최고예요', '여기 좋음', '오늘 드라이브 스루로 이용했는데 직원이 정말 친절했어요', '아침에 이용하기 좋습니다.', '여기 DT라 좋아요.  - 카이스트치과의원 올림 ', '아주 친절하세요! 비버님 너무 바쁘실때 가셨나봐요ㅠㅠㅠ ', '주말에는 완전 별로에요 직원들도 불친절 해요 말귀를 잘 못알아들으셔서 주문 하는데 답답했어요ㅡㅡ  주문받는 직원 불친절하고 스벅요즘 불친절하다더니 정말 그말이 딱 맞는듯 ... 이젠 안감~~ ', '넓은 공간과 트인 전망이 좋아요^^♡', '직원들 엄청 친절하고~ 또, 울 집 앞이라 가까워서~ㅋ', '여기 DT라 좋아요.  - 카이스트치과의원 올림 ', '좋아요']	['5', '5', '5', '2', '5', '5', '5', '5', '5', '1', '4', '5', '5', '4']	['2020.06.20.', '2020.06.03.', '2020.05.31.', '2019.11.08.', '2019.07.21.', '2020.06.20.', '2020.06.03.', '2019.06.16.', '2018.05.20.', '2017.12.12.', '2017.09.30.', '2017.09.29.', '']
