	mac_name	address	address2	score	link
205	스타벅스 포항죽도DT점	경북 포항시 북구 새천년대로 486	(지번) 죽도동 699-1	3.5	https://place.map.kakao.com/2054024339#review
206	스타벅스 광주선운DT점	광주 광산구 선운로20번길 63	(지번) 선암동 572	5.0	https://place.map.kakao.com/1430963438#review
207	스타벅스 창원역DT점	경남 창원시 의창구 의창대로 68	(지번) 팔용동 157-2	4.6	https://place.map.kakao.com/1413066124#review
208	스타벅스 창원호계DT점	경남 창원시 마산회원구 내서읍 호원로 315	(지번) 내서읍 호계리 177-2	3.3	https://place.map.kakao.com/1232634226#review
209	스타벅스 전남광양DT	전남 광양시 중마중앙로 143	(지번) 중동 1321-4	2.6	https://place.map.kakao.com/583550832#review
210	스타벅스 경남사천DT점	경남 사천시 사천읍 사천대로 1844	(지번) 사천읍 수석리 320-21	5.0	https://place.map.kakao.com/80748408#review
211	스타벅스 마산역DT점	경남 창원시 마산회원구 3.15대로 715	(지번) 석전동 223-4	4.8	https://place.map.kakao.com/1203419783#review
212	스타벅스 마산해안대로DT점	경남 창원시 마산합포구 해안대로 383	(지번) 오동동 317	3.5	https://place.map.kakao.com/1854968598#review
213	스타벅스 마산회원DT점	경남 창원시 마산회원구 3.15대로 518	(지번) 회원동 43-5	4.0	https://place.map.kakao.com/1917576011#review
214	스타벅스 울산시청사거리DT점	울산 남구 중앙로 180	(지번) 달동 875-12	4.7	https://place.map.kakao.com/1399765274#review
215	스타벅스 울산중리사거리DT	울산 남구 돋질로 310	(지번) 삼산동 1545-5	3.6	https://place.map.kakao.com/27337247#review
216	스타벅스 울산정자비치DT점	울산 북구 산하동 395		3.5	https://place.map.kakao.com/2072276840#review
217	스타벅스 울산MBC DT점	울산 중구 번영로 434	(지번) 복산동 40-6	4.0	https://place.map.kakao.com/664205340#review
218	스타벅스 울산북구청DT점	울산 북구 산업로 1011	(지번) 연암동 1260-3	3.5	https://place.map.kakao.com/1868252532#review
219	스타벅스 목포북항DT점	전남 목포시 고하대로 694	(지번) 산정동 1750-8	3.6	https://place.map.kakao.com/27334970#review
220	스타벅스 진해자은DT점	경남 창원시 진해구 진해대로 962	(지번) 자은동 793-2	3.5	https://place.map.kakao.com/289066668#review
221	스타벅스 울산남구청DT	울산 남구 번영로 215	(지번) 신정동 133-1	3.1	https://place.map.kakao.com/27337245#review
222	스타벅스 김해외동DT점	경남 김해시 분성로 146-1	(지번) 외동 238-19	4.2	https://place.map.kakao.com/25115117#review
223	스타벅스 울산호계DT	울산 북구 산업로 1464	(지번) 신천동 546-2	4.7	https://place.map.kakao.com/691760425#review
224	스타벅스 양산덕계DT점	경남 양산시 웅상대로 860	(지번) 덕계동 323-2	5.0	https://place.map.kakao.com/779053039#review
225	스타벅스 김해대로DT점	경남 김해시 김해대로 2465	(지번) 삼정동 616-5	4.2	https://place.map.kakao.com/26224909#review
226	스타벅스 여수둔덕DT	전남 여수시 좌수영로 482	(지번) 둔덕동 491-1	5.0	https://place.map.kakao.com/2114933546#review
227	스타벅스 을숙도강변DT	부산 사하구 하신번영로 381-6	(지번) 하단동 1157-17	4.7	https://place.map.kakao.com/600880777#review
228	스타벅스 김해구산DT점	경남 김해시 김해대로 1918	(지번) 구산동 836-1	5.0	https://place.map.kakao.com/772105188#review
229	스타벅스 온천장역DT점	부산 금정구 식물원로 13	(지번) 장전동 607-6	2.0	https://place.map.kakao.com/2024212873#review
230	스타벅스 동래미남DT점	부산 동래구 충렬대로 101	(지번) 온천동 1428-36	4.2	https://place.map.kakao.com/26410043#review
231	스타벅스 수영강변DT점	부산 해운대구 수영강변대로 516	(지번) 반여동 1201	0.0	https://place.map.kakao.com/228823232#review
232	스타벅스 남양산IC DT점	경남 양산시 동면 양산대로 532	(지번) 동면 석산리 966	5.0	https://place.map.kakao.com/454942889#review
233	스타벅스 울산도산사거리DT점	울산 남구 번영로 61	(지번) 야음동 580	3.5	https://place.map.kakao.com/2111664474#review
234	스타벅스 동서대DT점	부산 사상구 가야대로 338	(지번) 주례동 189-9	2.6	https://place.map.kakao.com/2070672197#review
235	스타벅스 부산재송DT	부산 해운대구 해운대로 189	(지번) 재송동 572-2	3.6	https://place.map.kakao.com/1977435309#review
236	스타벅스 김해진영DT점	경남 김해시 진영읍 여래로20번길 34-26	(지번) 진영읍 진영리 81-3	4.8	https://place.map.kakao.com/277556026#review
237	스타벅스 목포터미널DT점	전남 목포시 영산로 495	(지번) 상동 135	5.0	https://place.map.kakao.com/1536947331#review
238	스타벅스 부산안락DT점	부산 동래구 충렬대로 446	(지번) 안락동 256-4	3.8	https://place.map.kakao.com/26849456#review
239	스타벅스 명지강변DT점	부산 강서구 르노삼성대로 620	(지번) 명지동 1459-1	4.2	https://place.map.kakao.com/351058533#review
240	스타벅스 금정구청DT점	부산 금정구 중앙대로 1730	(지번) 부곡동 217-2	3.8	https://place.map.kakao.com/1594304704#review
241	스타벅스 동부산DT점	부산 기장군 기장읍 기장해안로 56	(지번) 기장읍 시랑리 589-6	3.3	https://place.map.kakao.com/390281090#review
242	스타벅스 수영망미DT점	부산 수영구 과정로 68	(지번) 망미동 412-27	3.8	https://place.map.kakao.com/27392830#review
243	스타벅스 동명대DT점	부산 남구 신선로 423	(지번) 용당동 532-26	3.1	https://place.map.kakao.com/708791617#review
244	스타벅스 사상주례DT점	부산 사상구 백양대로 520	(지번) 주례동 854	3.7	https://place.map.kakao.com/1181206528#review
245	스타벅스 금정남산동DT점	부산 금정구 중앙대로 1989 남산프라자	(지번) 남산동 68-1	0.0	https://place.map.kakao.com/671333145#review
246	스타벅스 기장역DT점	부산 기장군 기장읍 기장대로 527	(지번) 기장읍 청강리 산 31-1	5.0	https://place.map.kakao.com/1395342230#review
247	스타벅스 해운대달맞이DT점	부산 해운대구 달맞이길 57	(지번) 중동 1779	3.5	https://place.map.kakao.com/25609494#review
248	스타벅스 다대포DT점	부산 사하구 다대로 493	(지번) 다대동 293-1	4.7	https://place.map.kakao.com/972117270#review
249	스타벅스 울산신정DT	울산 남구 문수로 435	(지번) 신정동 1636-12	0.0	https://place.map.kakao.com/1635776661#review
250	스타벅스 여수학동DT점	전남 여수시 도원로 271	(지번) 학동 67-18	5.0	https://place.map.kakao.com/2011011894#review
251	스타벅스 경산임당역DT	경북 경산시 대학로 208	(지번) 계양동 266	0.0	https://place.map.kakao.com/2051017820#review
252	스타벅스 제주용담DT점	제주특별자치도 제주시 서해안로 380 1층	(지번) 용담삼동 2572-4	3.6	https://place.map.kakao.com/26102947#review
253	스타벅스 제주애월DT점	제주특별자치도 제주시 애월읍 애월해안로 376	(지번) 애월읍 고내리 340	3.6	https://place.map.kakao.com/1693150085#review
254	스타벅스 제주성산DT점	제주특별자치도 서귀포시 성산읍 일출로 80	(지번) 성산읍 고성리 238	3.1	https://place.map.kakao.com/414395112#review
255	스타벅스 서귀포DT	제주특별자치도 서귀포시 일주서로 11	(지번) 강정동 231-6	4.2	https://place.map.kakao.com/27075901#review
256	스타벅스 거제대로DT점	경남 거제시 거제대로 4521	(지번) 수월동 1043-203	3.7	https://place.map.kakao.com/1417462151#review
257	스타벅스 제주중문DT점	제주특별자치도 서귀포시 천제연로 95	(지번) 색달동 2476-1	3.6	https://place.map.kakao.com/26900356#review
258	스타벅스 제주외도DT점	제주특별자치도 제주시 일주서로 7300	(지번) 외도일동 401-1	4.5	https://place.map.kakao.com/1443975060#review
259	스타벅스 제주도남DT점	제주특별자치도 제주시 연북로 394	(지번) 도남동 377	2.0	https://place.map.kakao.com/800741220#review
260	스타벅스 제주삼화DT점	제주특별자치도 제주시 연삼로 884	(지번) 도련일동 2191-2	3.4	https://place.map.kakao.com/207217035#review
261	스타벅스 부산교대역DT점	부산 연제구 중앙대로 1250	(지번) 거제동 122-9	0.0	https://place.map.kakao.com/2124721963#review
262	쏘카존 스타벅스 달맞이DT점 옆	부산 해운대구 중동 1778-2		0.0	https://place.map.kakao.com/1719023786#review
