	mac_name	address	address2	score	link	num_review	reviews	scores	dates
10	스타벅스 역곡역DT점	경기 부천시 경인로 485	(지번) 괴안동 112-25	2.6	https://place.map.kakao.com/26548835#review	17	['직원이 하나같이 다 불친절함. 주문할 때부터 기분 더러워지는 경험을 하게 해주네', '항상 불친절해요. 옆에 맥도날드 가세요.', '커피맛 진짜 너무 맛없음', '탄맛이넘강하네요', '동네라서 가긴 하지만 항상 커피 음료 제조 되어 나오는거 보면 돈 아깝습니다 내가 여길 또 왜 온거지..? ㅋㅋ  바쁜 시간대 아닐 때도 커피 정말 막 만들어 내주는 듯 ㅠㅠ  스팀은 정말 ....다른 스벅보다도 정말 별루예요ㅠ', '2,3층은 완벽한 독서실, 1층도 절반은... 그렇고...', '가끔 음료 맛이 별로에요.ㅠㅜ 제조 방법이 동일하다고 해도..  다른지점과 차이가 있는것 같아요. ', '파트너들이 별로 친절하지 않음. 컵치울때도 엄청 쨍그랑거림']	['2', '1', '1', '2', '2', '3', '1', '1']	['2020.06.01.', '2020.05.16.', '2020.05.01.', '2019.12.15.', '2019.11.18.', '2019.03.01.', '2018.12.13.', '2018.11.14.']
11	스타벅스 방화DT점	서울 강서구 방화대로 375	(지번) 방화동 293-4	2.8	https://place.map.kakao.com/482613052#review	18	['별 하나도 아까움 뭘 자꾸 노란선 밖으로가래 말투가 병자들 상대하시나? 남자분 기분나빠서 그냥 나와버렸네여 ㅎ', '별로예요', '사람 너무 많고 시끄러움', '항상 차에서만 받다가 들어갔는데 매장에 사람 엄청 많네요. 장사 잘되는듯. 그러나 읹을공간이 턱없이 부족. ', '갈때마다 너무시끄러워서 시장바닥같아요ㅋㅋ', '불친젛함', '불친절함 ', '쿠폰 사용 처리 해달라고 두번이나 말했는데 집에 와서 보니 쿠폰처리도 안되있고 다 결제를 했네요 .. 주문 좀 잘 받았음 좋겠네요 ', '예전부터 방화동에는 스벅 안들어오나 했는데.. 스벅이 있어서 좋네요. 실내도 깔끔하고 커피도 좋아요~^^', '확 트인 매장이 맘에 드네요 제가 가는 시간은 한적해서 좋고~ 주차장, 드라이브 스루도 잇으니 참고 하세요', '드라이브스루도 있어서 좋아요. 내부에 들어가보면 자리도 많고 시장통처럼 시끄럽지도 않아 분위기도 좋아요.', '흠...', '주차장이 너무 협소하고 주차자리없어 나갈려고 했다가 주차 자리도 아닌데 가로주차  해놓은 사람때문에 다른차 스쳐서 보험처리한다 돈도 나감 화딱질남!! 다시는 안감  별하나도 아까움', '좋아요', '까페(손님)분위기를  보면  그동네  수준을  알수  있다  ', '애들이 많은점 빼고 괜찮아요 ㅎ', '건물도 크고 예쁘고 직원분들이 친절하셔서 기분이 좋은 곳 !', '다른 스벅 다 가보았지만 여기 직원들 엄청 친절하고 커피 잘내림. 건물자체가 예뻐서 자주가게됨.']	['1', '1', '3', '3', '1', '1', '1', '1', '5', '5', '5', '2', '1', '4', '2', '4', '5', '5']	['2020.04.08.', '2020.04.05.', '2020.02.18.', '2020.01.12.', '2019.12.31.', '2019.11.03.', '2019.11.03.', '2019.10.21.', '2019.09.04.', '2019.08.28.', '2019.08.28.', '2019.05.28.', '2019.04.01.', '2019.03.17.', '2019.02.26.', '2019.01.06.', '2018.08.05.', '']
12	스타벅스 종암DT점	서울 성북구 종암로 17	(지번) 종암동 29-10	3.0	https://place.map.kakao.com/1925239650#review	12	['여기 좋은데 등받이없는 의자는 좀 이해가 안가요. 그리고 음악소리가 너무 커요! 좀더 편안한 공간으로 해주심  평일에도 사람들이 더 머물며 소비도 더 하지 않을까요..', '여기서 나온차들이 억지로 경동시장쪽으로가려고 크로스하는탓에 아침마다 매일 막힘..  교통정체유발매장.. 하루빨리 폐쇄되어야함', '평가보고 걱정했는데 아침 타임 직원 분들은 친절하고 커피도 깔끔하게 나왔어요. 다만 아침 일찍 왔는데 화장실 냄새가 조금 나고 파리가 있고 책상에 어제의 잔해들이 남아있는 걸 보고 위생 상태는 그렇게 좋지 않다고 느꼈어요. ', '조금 아쉬워요', '손님에게 턱짓+욕하는 파트너 있는지점. 주변 스타벅스 지점들중 최악.  ', '1층에 좌석이 없어서 아쉽지만 2층에 공간이 넓어 좌석도 많고 편리하다. 대학교 옆이어서 늘상 사람은 많은듯', '안좋다는분들은 얼마나 좋은서비스받으려는건지 ㅋㅋ 이해가안가네  난갈때마다 인사해주고 응대잘하더만  ', '로그인해서 쓸 정도로 불친절합니다. 스타벅스는 파트너분들의 친절함과 상냥함 때문에도 자주 가는데, 이곳은 어리버리 떠는 고객은 한심해 하시더군요. 파트너에게 무시당하고 싶으면 가세요 ^^ ', '쾌적하고 dt이용이 진행이 빠르고 좋았어요. 직원도 매우 친절했어요. ', '개업한지 얼마 안되서 커피맛 좋아요  ', '매장 알바 진짜 불친절함 진짜 기분 나쁜 매장 별 한 개도 아까움', '이제 막 개업해서 그런지 주문처리 능력이 아주 떨어짐. 애꿎은 컵만 만지작대고 있고. 앞에 손님들 엄청 기다리게 함. 빨대 떨어질 것 같으면 바로바로 채우고 그러길. 그리고 대부분 손님은 2층에 올라가는데다 커피받는 곳도 좁은데 주문 나왔다는 표시가 따로 았어야 할듯. 어플로 보통 나왔다고 뜨는데 여기는 어쩐일인지 뜨지도 않네. 학교 앞이라 대부분이 학생들...']	['4', '1', '3', '2', '1', '5', '5', '1', '5', '5', '1', '3']	['2020.06.03.', '2020.04.26.', '2019.07.09.', '2019.04.15.', '2019.04.05.', '2019.03.15.', '2019.03.04.', '2018.10.05.', '2018.08.31.', '2018.06.04.', '2018.06.03.', '2018.05.31.']
13	스타벅스 공릉DT점	서울 노원구 동일로 1015	(지번) 공릉동 597-34	2.8	https://place.map.kakao.com/1826125340#review	13	['사람도 많고,.. 주차공간에 아무렇게 주차되어 있어서,.. 주차라인 맞춰서 주차지도 및 즈차관리해주세요', '아메리카노 쓴거 나만 느낀게 아니구나 ㅋㅋ 스벅은 다 좋지만 여긴 특히 바빠 보이는 스벅이라 친절이 낮아 아쉬움', '드라이브스루로 자주 이용중.', '아에 탄맛 진짜진짜 유난히 심한 곳이 바로 여기☆', '사람이 항상 많다. 직원분들 친절해요!', '아메리카노커피가 다른매장보다 너무 써요', '드라이브스루 이용했는데 카라멜돌체라떼 미지근하고 카라멜시럽은 바닥에 가라앉은채 그대로 남아있었습니다. 지금까지 이용한 스벅매장중 최악의 경험이네요.', '교통편은 애매하지만 아늑하도 좋습니다-', '주차가능한 스타벅스라 자주 애용하는편. 넓지만 주차가 되서 그런지 한적하지는 않고 항상 사람이 많다. 주차는 이중주차까지하면 15대 정도 댈수는 있으나 그마저도 자리가 없는 때가 많다', '오픈 3일차에 방문했는데 이른 시간임에도 불구하고 주차할 곳이 거의 없었다. 1인 고객 중심의 좌석 배열이 눈에 띄고, 오픈 초기라 그런지 디저트나 케이쿠 빵류 등이 부족해 보였지만 시원시원하게 아낌없이 뿜어주는 냉방 덕에 호사를 누릴 수 있는 곳이다.']	['5', '1', '3', '1', '3', '1', '1', '3', '5', '4']	['2020.06.14.', '2020.05.24.', '2020.05.07.', '2020.03.20.', '2020.01.20.', '2020.01.08.', '2019.12.31.', '2018.10.19.', '2018.10.15.', '2018.07.15.']
14	스타벅스 안양운동장사거리DT점	경기 안양시 동안구 관악대로 234	(지번) 비산동 1054	3.7	https://place.map.kakao.com/1136303661#review	3	['자리가 넓고 쾌적하고 파트너분들도 친절해요~', '친절하고 좋음', '19. 2.28. 12:40분쯤 사이렌오더로 주문해서 dt로 진입했는데 음료가 이미 나왔는데도 서빙하는곳에서 아무런 안내가 없이 굳게 창문만 닫혀있었습니다. 제가 진입할땐 뒤에 차가 없었는데 시간이 계속 지나 제 뒤에 차가 3대 이상 대기중이고, 참다못해 창을 두드려서 직원에게 사이렌오더 주문했는데 왜 이렇게 안주냐하니 그제서야 컵받아가서 담아주고 (개인컵...']	['5', '5', '1']	['2020.04.19.', '2019.09.22.', '2019.03.01.']
15	스타벅스 부천심곡DT점	경기 부천시 부천로 97	(지번) 심곡동 110-5	4.5	https://place.map.kakao.com/2057095996#review	4	['커피 맛있어요 강추!!~~', '자허블 넘나맛있어용', '여기직원분들도 친절하시고 다른지점보다 맛도좋은것같아서 자주가요']	['5', '5', '5']	['2019.11.08.', '2019.10.30.', '2019.07.18.']
16	스타벅스 안양비산DT점	경기 안양시 동안구 경수대로 821	(지번) 비산동 580-6	3.6	https://place.map.kakao.com/26900391#review	16	['와이파이 너무 잘 끊김 ㅠ', '혼자 2잔 시켜서 드라이브쓰루로 받는데 트레이 없이 주셔서 갈길잃은 두손이됐다 트레이에 담아달라고 다시 주면서 손에 커피 쏟고 아주 난리도 아니던.. 뜨거운 커피 뚜껑 구멍? 막아주는 막대 안 꽂아줘서 운전하고 가는데 흐르고 난리났었음 다 좋은데 이런 세심한 그런 게 아쉬웠다  위치는 좋다 대로에 있어서 ', '조금 아쉬워요', '직원의 숙련도가 의문', '최고예요', '직원 및 맛은 평타이상.. 매장 및 특히 2층 테이블분위기가 어수선함.. 스벅고유의 안정스러운 분위기없음..', '시끄러운 애새끼들 데리고 오는 사람들이 많네요.. 시설은 좋은데 애들 징징거리는 소리때문에 대화하기는 힘들어요', '경수대로 변에 위치해 있고 집에서도 가까워서 드라이브할 때 자주 애용합니다. 주차장도 나름 넓고 좋아요.', '스벅은 서비스가 왠만하면 다 평타이상. 커피맛 잘 몰라서 그건 모르겠고. ', '직원들 친절해요']	['2', '2', '2', '2', '5', '3', '3', '5', '5', '5']	['2020.04.27.', '2020.02.16.', '2020.01.18.', '2019.11.22.', '2019.10.28.', '2019.08.11.', '2018.11.10.', '2017.12.25.', '2017.11.04.', '2017.09.25.']
17	스타벅스 구의DT점	서울 광진구 광나루로 519	(지번) 구의동 67-36	4.4	https://place.map.kakao.com/26639935#review	10	['드라이브스루도 되고 직원분들 친절하고 좋습니다. ', '좌석이 너무 다닥다닥 붙어있고 바빠서인지 요구들이 빨리 들어지지 않지만 2층까지 있는게 좋다. 테라스는 추락 의험 때문에 막아두었던데 날씨가 좋으면 테라스 자리도 만들어주면 좋겠다. 이 지점의 최대 장점이 통유리창과 테라스이니 소파 쪽 좌석은 좀 줄이고 장점을 최대한 활용하셨으면. ', '무난해요', '최고예요', '최고예요', '최고예요', '좋아요', '좋아요', '최고예요']	['5', '3', '3', '5', '5', '5', '5', '4', '5']	['2020.06.06.', '2020.02.29.', '2020.01.27.', '2018.11.28.', '2018.10.31.', '2018.02.10.', '2017.12.03.', '2017.07.10.', '']
18	스타벅스 송파방이DT점	서울 송파구 오금로 241	(지번) 방이동 226-10	3.2	https://place.map.kakao.com/1710997869#review	23	['드라이브쓰루는 괜찮은듯', '사람 너무 많네요ㅜ', '넓어서 좋다. 뜨거운 태양과 함께 뜨거워지고싶다면 2층 창 옆 추천', '보통이에요', '2층 천장이 높아 한결 여유롭다', '방이역점에 비해 훨씬 최근에 생겼음에도 내부가 깔끔하게 관리되고 있는 느낌이 아니고 무엇보다 파트너들의 친절도나 에너지가 떨어집니다. 방이역점은 더 좁은 공간에 손님이 많아 번잡할 때가 있는데 그래도 친절함이 느껴지는 반면 이곳은 항상 뭔가 차가워요', '서비스. 태도.  별로', '좀 일찍 오픈 하길', '최고예요', '좋아요', '많이 애용하는 별다방입니다.  다만, 혹시라도 송파방이점 매니저가 이글을 읽기를 바라면서 몇자 적습니다.  1. 매장 청소가 너무 안되는거 같아서 안타까운 마음에 글을 적습니다.  2층에서 주로 커피를 즐기는데 창틀등  청소가 거의 안하는거 같습니다. 창틀에 먼지가 수북히 앉아있는데도 그냥 방치되어 있습니다. 또한  2층 외부자리역시 바닥은 담배꽁초가 나뒹...', '너무 좋아요', '최고예요', '콜드컵에 아이스 아메리카노 시키니 따뜻한 아메리카노를 주네요. 아이스 달라고 했다고 말하니까 얼음 몇 개 넣어주고 뭘 더 어쩌라고 라는 표정으로 쳐다보네요. 더 뭐라고 하면 침이라도 뱉을 것 같아서 그냥 나왔어요.', '스타벅스 문제는 아니지만 분위기가 별로. 동네에 있다 보니 아줌마들 모임 장소 더군요. 매번 갈때마다 아기들 데리고 음식 차려놓고 시끄럽게 수다 ㅠ인테리어랑 잘차려놓은 공간이 좀 아깝습니다. ', '드라이브스루이용하는데화장실이급해서잠시차대고화장실좀 이용할수없냐니깐표정이썩으면서여기차세울데없으니멀리떨어진 유료주차장에 세우고 와서 이용하라며 조이라는직원도문제 지점설계도문제 이지점은없애는게']	['4', '2', '5', '3', '5', '3', '1', '3', '5', '4', '3', '5', '5', '1', '1', '1']	['2020.05.31.', '2020.04.21.', '2020.04.02.', '2019.08.07.', '2018.09.26.', '2018.09.24.', '2018.09.08.', '2018.04.14.', '2018.02.11.', '2017.12.19.', '2017.10.20.', '2017.09.25.', '', '', '', '']
19	스타벅스 안양호계DT	경기 안양시 동안구 엘에스로 27	(지번) 호계동 714-6	4.4	https://place.map.kakao.com/1699463111#review	11	['한번에 28잔이나 주문한 인간도 답 없지만 10분동안 주문 받으면서도 다음 주문부터는 15분 이후에나 받을 수 있다는 안내도 안 해줘서 주구장창 기다리게 하는 것도 답 없다 ', '오늘 기분 안좋은일이 있어서 커피와 케이크로 기분 좀 풀려고 드라이브 스루로 방문하였는데 남자 직원 분 정말 너무 친절하십니다 앞으로 행복한 일들만 가득하셨으면 좋겠습니다 아메리카노도 너무 맛있었습니다 감사합니다 ', 'DT진입로가 좁고 주차공간이 부족해서 불편함', '좋아요 ^^', '좋아요', '최고예요', '최고예요', '매장 넓고 편함', '매장 넓고 사람없고. 공부하거나 애기데리고 가기 딱좋음. 싸이렌오더로 주문하고 좀 늦게 도착하니 음료도 새로 만들어 주시고. 좋습니다.', '총 5층 건물, 오픈한 지 얼마 되지 않아 깨끗합니다.']	['1', '5', '3', '5', '4', '5', '5', '5', '5', '5']	['2020.04.30.', '2020.03.19.', '2019.12.24.', '2019.07.28.', '2019.07.27.', '2018.12.19.', '2018.09.22.', '2017.09.27.', '2017.07.08.', '']
