	mac_name	star_name	distance
84	맥도날드 양산덕계DT점	스타벅스 강동구청DT	0.527900253268688
85	맥도날드 양산북정DT점	스타벅스 강동구청DT	3.521071841370267
86	맥도날드 양주휴게소DT점	스타벅스 강동구청DT	2.8221786699272586
87	맥도날드 여수학동DT	스타벅스 강동구청DT	0.275866167823987
88	맥도날드 연희DT	스타벅스 강동구청DT	0.12891891634941502
89	맥도날드 옥포SK DT점	스타벅스 강동구청DT	5.093165471474237
90	맥도날드 용봉DT	스타벅스 강동구청DT	1.5683721856914297
91	맥도날드 용인수지DT점	스타벅스 강동구청DT	2.7207523093445247
92	맥도날드 울산굴화DT점	스타벅스 강동구청DT	5.087850017234471
93	맥도날드 울산삼산로DT점	스타벅스 강동구청DT	0.7293746696810484
94	맥도날드 울산옥동	스타벅스 강동구청DT	1.1513777452512513
95	맥도날드 울산일산DT점	스타벅스 강동구청DT	8.509772269296816
96	맥도날드 울산호계SK점	스타벅스 강동구청DT	5.931660365908268
97	맥도날드 웅상DT	스타벅스 강동구청DT	3.9058748843300415
98	맥도날드 인천계산DT점	스타벅스 강동구청DT	1.4195025528687706
99	맥도날드 인천구산DT점	스타벅스 강동구청DT	1.7406899273971819
100	맥도날드 전남대DT점	스타벅스 강동구청DT	2.2430347613511814
101	맥도날드 전주평화DT점	스타벅스 강동구청DT	0.6202953341379418
102	맥도날드 전주효자DT점	스타벅스 강동구청DT	0.07391518481569234
103	맥도날드 제주공항DT점	스타벅스 강동구청DT	2.0520766988156125
104	맥도날드 제주서귀포DT점	스타벅스 강동구청DT	5.2350962935074685
105	맥도날드 제주시청DT점	스타벅스 강동구청DT	1.6300144664778615
106	맥도날드 제주월드컵스타디움DT점	스타벅스 강동구청DT	1.848109052938065
107	맥도날드 제주일도DT	스타벅스 강동구청DT	3.2007037951529074
108	맥도날드 중동DT점	스타벅스 강동구청DT	1.0927205370268678
109	맥도날드 진주가좌DT점	스타벅스 강동구청DT	1.982683421461219
110	맥도날드 진주칠암DT점	스타벅스 강동구청DT	0.07547230687093776
111	맥도날드 진해자은DT	스타벅스 강동구청DT	3.8762698902823174
112	맥도날드 창원역DT점	스타벅스 강동구청DT	0.18373499273471308
113	맥도날드 초읍DT점	스타벅스 강동구청DT	3.5332393378121947
114	맥도날드 통영죽림DT점	스타벅스 강동구청DT	20.255722992294718
115	맥도날드 포항남부DT점	스타벅스 강동구청DT	0.017409739598691423
116	맥도날드 포항북부DT점	스타벅스 강동구청DT	2.1129352215656114
117	맥도날드 포항장성DT점	스타벅스 강동구청DT	0.06777605894234737
118	맥도날드 하남시청DT점	스타벅스 강동구청DT	3.3360145122239944
119	맥도날드 해운대DT점	스타벅스 강동구청DT	1.1439398799915796
